A0,A1,A2,A3,A4,A5,labels
0.15007497869242853,0.1439218159567229,0.201773459651079,0.19344349984495895,0.08916438094016364,0.18045672951998626,0
0.11987949297469298,0.12414058568035313,0.11956758508514202,0.1623146607894483,0.0855529254793548,0.08661174751322076,0
0.10383051914410336,0.2992846678030218,0.13665589111422366,0.02123072894108559,0.09631716651302773,0.13464624439420306,0
0.06756178952998974,0.1378270585202198,0.04747313420505217,0.07620827533751162,0.09044416855491628,0.032050711462775716,0
0.11846484178597842,0.14066058610034843,0.17376481604128252,0.1491530433546875,0.06886309247600526,0.09020757960340248,0
0.0539274789353095,0.12280401606708488,0.05644702272624147,0.06623843978747482,0.043477716227213095,0.07987735677785154,0
0.13392844271089305,0.14622071569154427,0.196616633571297,0.168160283791808,0.09703595133775182,0.10032995086304695,0
0.10997693465369089,0.06319301131532187,0.18200562634524792,0.18863789565896996,0.07121229165924985,0.10049623211577212,0
0.09190354619097522,0.14386835317219218,0.10250455761527504,0.10794678059572235,0.07403483694658101,0.019683543291341508,0
0.218953857260187,0.23561049142692342,0.15874935186779954,0.2332511166094944,0.06069348934621442,0.1897476945160049,0
0.12431857084272845,0.1972776749183906,0.1604682938943936,0.11978147747166534,0.0710545096245543,0.19159757345257236,0
0.14353831457905764,0.19332142886311665,0.17530680815337418,0.15069514022034064,0.09963058924163389,0.1692119598044469,0
0.1274405596729951,0.11007987334877134,0.1660548554808241,0.18286399809222204,0.060746083357779604,0.046725032015771606,0
0.0900498653230044,0.16552078090713748,0.10111423685847105,0.09069681333109031,0.06370887934261792,0.053771200100000506,0
0.03668336875563341,0.06597307611091979,0.07297920045260148,0.078969704608565,0.058326758825781436,0.07846396612968765,0
0.049488401067274077,0.0799268628734401,0.038018953058785124,0.08850918754493114,0.07959227083530142,0.025233180101043917,0
0.16068486260778791,0.2242229183218781,0.1603166225391059,0.15514211722827076,0.08001302292782282,0.14165084216525067,0
0.12429418030499197,0.19791922833275935,0.14024544652269938,0.11931526214018881,0.07375433555156675,0.16804799103537077,0
0.07417162525656996,0.08292077880716094,0.09752468144999533,0.12275808304955405,0.05031493773068614,0.1263529669145354,0
0.14439198339983367,0.1197031745643026,0.14578145099070067,0.20133329776225428,0.09526528628172419,0.1789809834020504,0
0.013000156613532321,0.07687948415518853,0.02598635887262707,0.03690273662225858,0.07669960019921666,0.03009690674325502,0
0.13239183883349614,0.1259048575698672,0.13281355011360174,0.17952876533627446,0.08127527920538706,0.1410688577807126,0
0.030512562708309432,0.10446628097304478,0.0657242539580062,0.04414700561904791,0.0961243218039554,0.026584215279435892,0
0.14424564017341496,0.1327480939898005,0.2192662226275945,0.19236761831078233,0.07114216631049626,0.14335522500568362,0
0.07107402696403976,0.14429605544843802,0.050557118429235534,0.07703311784704706,0.08029352432283708,0.028371738746231424,0
0.023292963538317765,0.1389497769953651,0.0169366346737939,0.010364325445901587,0.11826640067289497,0.020431808928604755,0
0.13334306980521804,0.1378805213047505,0.12042705609843903,0.1728941625421852,0.03399326280829283,0.11278025966084375,0
0.09383039867215544,0.11644194470792812,0.13556891306799507,0.12921337225461382,0.0354483637949294,0.08609211859845461,0
0.07429357794525225,0.1248356018792526,0.07077996580092974,0.09482102587876742,0.10029678005479283,0.07089816913069259,0
0.13402600486183885,0.16755236671930518,0.16150471482219292,0.15399451025848235,0.14333621285229609,0.15651222912756235,0
0.050512803652205326,0.11708349812229688,0.060668542115082644,0.06501910738207463,0.08094218379880762,0.024422558994008733,0
0.12022096050300342,0.20363974627754736,0.1911059076625103,0.10948887746137553,0.06442766416734198,0.13522822877874113,0
0.10792812948382839,0.10703249463051978,0.11931479949299585,0.15621799876244738,0.05655609376975383,0.07405751293247075,0
0.030610124859255294,0.10687210627692759,0.0429735506648502,0.042604908753394746,0.09305633779598675,0.023944500392423882,0
0.04251270727464697,0.12328518112786147,0.08341924540823863,0.04913192339406633,0.06870531044130972,0.03965807877495206,0
0.045756648793595936,0.08965708965803282,0.07742822687437423,0.07649517707995875,0.10518802313035429,0.098625568022614,0
0.09075719091736169,0.14205061849814737,0.13524029179820507,0.10748056526424582,0.10680090615168637,0.09904127115442692,0
0.07056182567157411,0.014916116884073436,0.10616994870139461,0.16306777786337195,0.06984484735855524,0.08700666548844303,0
0.6599526860448636,0.4216132567151949,0.5825220960519125,0.756853702120685,0.85449080034756,0.22867191460853067,1
0.12073316179546904,0.1384151491500578,0.1267719744613081,0.15399451025848235,0.04526591262042913,0.16553298708790262,0
0.14780665868293785,0.2276979993163755,0.13958820398311927,0.13391138828718516,0.12154476072712435,0.25139646896386014,0
0.054098212699464715,0.15386589387943853,0.0560678443380222,0.04565323976689521,0.08292322490109595,0.034441004470699976,0
0.11785507834256696,0.21294227078589426,0.13382469248218642,0.09977008093597992,0.13392188478212935,0.2807451100698519,0
0.6362367381251743,0.4442297993408994,0.5687344795507756,0.7068313585376144,0.8589331574773136,0.27599667497937486,1
0.09914753589870336,0.11280647535983854,0.1468178719185,0.13943424682929187,0.021703795439229748,0.1076255408263636,0
0.009756215094583354,0.09874576302825677,0.050557118429235534,0.017429280853661494,0.07468349642255155,0.044792012452841555,0
0.07597652504906789,0.16434459964746145,0.08341924540823863,0.07079300494882257,0.0819239386813576,0.03296525835276413,0
0.04334198555768656,0.11082835233220156,0.06023880660843413,0.058707269048238364,0.11286674881887014,0.03437864900092804,0
0.08600103605875227,0.1707066710066182,0.06344918362869059,0.08126491854814183,0.058414415511723425,0.06636700499393183,0
0.052659170973013675,0.09965463036527916,0.06319639803654442,0.07993799798932397,0.08315113228454506,0.06603444248848149,0
0.07970827732274603,0.23593126813410778,0.2824626206641389,0.028259821631039614,0.11491791526991203,0.2648028949648267,0
0.03707361735941676,0.12365942061957655,0.042240472447626284,0.04091936101651801,0.07571784531666668,0.011618902534170963,0
0.11319648563490341,0.1279899061665656,0.0960585250155475,0.149942023146417,0.08609639693219497,0.087713360812525,0
0.03514676487823655,0.13114421045387864,0.050557118429235534,0.033029563099222684,0.08935722564923594,0.0177713088850021,0
0.038000457793402165,0.10051003491777083,0.04074903745396384,0.0577748383852853,0.08153824926321297,0.018394863582721473,0
0.047293252670992825,0.10489398324929061,0.041204051519826965,0.06849779100924575,0.08397510513239952,0.010600429861229322,0
0.17197768157976812,0.13905670256442657,0.19264789977460195,0.228911727754982,0.08869103483607706,0.1541635064328194,0
0.2243685566376808,0.24058253038828123,0.09312621214665186,0.23787740720645398,0.019179282884101242,0.17486552239710257,0
